total_task	shipper_binned	shipper_id	distance_sum	distance_mean	distance_std	price_sum	price_mean	price_std	pricekm_sum	pricekm_mean	pricekm_std	size_1	size_2	size_3	size_4	size_5	company_down	company_midlow	company_mid	company_midup	company_top
3	(0, 12]	31837	18.4	6.133333333333333	6.296295206971584	15647.0	5215.666666666667	2552.613040265471	3642.755906458048	1214.2519688193493	569.6886897061102	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
63	(52, 365]	31841	482.90000000000003	7.665079365079365	4.018632359645093	177206.0	2812.7936507936506	1570.35900106221	28685.506621247943	455.3255019245705	259.13596535364337	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0
3	(0, 12]	31867	16.2	5.3999999999999995	2.0808652046684815	10857.0	3619.0	207.84609690826528	2282.26444699579	760.7548156652633	353.0536095587485	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
75	(52, 365]	31911	628.6529999999999	8.382039999999998	3.824076318219548	305005.5	4066.74	1677.9743184099225	45210.911431207875	602.812152416105	379.3155882258911	0.0	6.0	67.0	0.0	2.0	0.0	0.0	10.0	12.0	53.0
39	(12, 52]	31934	240.929	6.177666666666667	4.802620344711687	172068.0	4412.0	1698.5722797319174	59556.93235861655	1527.1008297081166	1761.4190375874025	3.0	9.0	27.0	0.0	0.0	0.0	0.0	3.0	18.0	18.0
1	(0, 12]	31956	9.1	9.1		6550.0	6550.0		719.7802197802197	719.7802197802197		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
520	(365, 1000]	31990	11378.900000000001	21.882500000000004	7.2874890482340415	1982397.0	3812.3019230769232	1072.7112190770947	119284.3101781094	229.39290418867193	226.44469335425833	1.0	1.0	512.0	5.0	1.0	0.0	1.0	11.0	1.0	507.0
12	(0, 12]	32157	116.5	9.708333333333334	5.682902320810976	78464.0	6538.666666666667	3948.340556678863	8481.316126385344	706.7763438654453	194.06860343257043	0.0	0.0	12.0	0.0	0.0	0.0	0.0	3.0	1.0	8.0
22	(12, 52]	32250	128.39999999999998	5.836363636363635	2.8332289260111247	89182.0	4053.7272727272725	860.5234388118599	24265.515433483473	1102.9779742492487	1541.0802097953895	0.0	0.0	22.0	0.0	0.0	0.0	0.0	6.0	4.0	12.0
4	(0, 12]	32349	29.200000000000003	7.300000000000001	4.2387104957364885	15396.0	3849.0	921.0501253098734	2668.1414089313507	667.0353522328377	336.534040253018	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
3	(0, 12]	32387	26.4	8.799999999999999	4.948737212663449	21697.0	7232.333333333333	2520.0859773692905	2737.5795019157085	912.5265006385695	386.20220709948563	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
33	(12, 52]	32410	617.3000000000001	18.706060606060607	5.735903339598056	142744.5	4325.590909090909	2525.488617496082	9141.680708459266	277.02062752906863	262.03435558952833	8.0	10.0	5.0	6.0	4.0	0.0	0.0	29.0	0.0	4.0
32	(12, 52]	32458	343.7	10.740625	4.981699371603255	162998.0	5093.6875	3164.1098063966556	15286.451573249817	477.70161166405677	201.02168745251225	0.0	1.0	31.0	0.0	0.0	0.0	0.0	1.0	17.0	14.0
4	(0, 12]	32464	33.099999999999994	8.274999999999999	1.6918924315688635	17797.0	4449.25	1002.7629746522024	2267.619395711501	566.9048489278753	194.6167769903745	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
72	(52, 365]	32500	689.4222700971218	9.575309306904469	4.070683761737486	277278.0	3851.0833333333335	2029.919458264848	49128.76626435649	682.3439758938401	1693.1564898653312	0.0	7.0	65.0	0.0	0.0	0.0	0.0	4.0	13.0	55.0
33	(12, 52]	32765	298.3	9.039393939393939	4.805266602511469	146248.0	4431.757575757576	2420.279361849359	26948.666898749554	816.6262696590774	1358.9883163753186	0.0	0.0	32.0	1.0	0.0	0.0	0.0	1.0	11.0	21.0
92	(52, 365]	32868	1137.1999999999996	12.360869565217387	1.926047967733047	161852.0	1759.2608695652175	718.0019417397787	14647.394614881732	159.21081103132317	164.74343158627104	0.0	89.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0
3	(0, 12]	32909	27.6	9.200000000000001	3.143246729100342	15147.0	5049.0	476.9696007084728	1740.1167981727574	580.0389327242525	137.6282600976399	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
3	(0, 12]	32912	28.799999999999997	9.6	0.5567764362830023	21798.0	7266.0	2903.12194025673	2309.8251624536456	769.9417208178819	339.55715772946905	0.0	0.0	2.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
3	(0, 12]	33063	36.0	12.0	3.7403208418530096	24748.0	8249.333333333334	3687.7364782930645	2130.4424205587948	710.1474735195983	369.6536231646362	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
4	(0, 12]	33336	25.799999999999997	6.449999999999999	4.446346815083142	16698.0	4174.5	805.1502965285425	3475.0549458090222	868.7637364522556	506.97056034722203	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
12	(0, 12]	33579	90.50000000000001	7.541666666666668	5.246550093040939	69233.0	5769.416666666667	3097.9544998810643	10932.471190077707	911.039265839809	383.4898893719574	0.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0
8	(0, 12]	33778	122.79999999999998	15.349999999999998	9.215204826806618	54292.5	6786.5625	4298.483332504784	6626.0068547843675	828.2508568480459	904.1856879780764	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0
1	(0, 12]	34195	12.7	12.7		8850.0	8850.0		696.8503937007872	696.8503937007872		0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4	(0, 12]	34214	91.30000000000001	22.825000000000003	18.36361892438416	46436.0	11609.0	8904.12264066483	2782.7799773547304	695.6949943386826	427.81449395506854	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
10	(0, 12]	34733	79.10000000000001	7.910000000000001	5.167086004488195	44631.0	4463.1	1613.888089883145	9563.152131565445	956.3152131565445	881.3452067707865	2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
2	(0, 12]	34909	11.100000000000001	5.550000000000001	3.323401871576773	11450.0	5725.0	318.1980515339464	2471.914556962025	1235.9572784810125	682.7720145871687	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
4	(0, 12]	34935	32.199999999999996	8.049999999999999	2.0631690833925043	17129.5	4282.375	846.9684542531676	2203.1143592293324	550.7785898073331	139.08981069502914	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
6	(0, 12]	35191	57.7	9.616666666666667	5.13397182176399	38695.0	6449.166666666667	2620.4694553966215	4661.986313813552	776.9977189689254	292.6054567546353	0.0	2.0	4.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0
19	(12, 52]	35801	266.40000000000003	14.021052631578948	1.4797067830292223	105581.0	5556.894736842105	3417.327706698724	7561.681163042234	397.98321910748604	245.07560789598816	0.0	14.0	3.0	2.0	0.0	0.0	0.0	19.0	0.0	0.0
19	(12, 52]	35838	162.89999999999998	8.573684210526315	2.1817022164822375	48488.0	2552.0	197.4895215223104	6143.857801742975	323.36093693384083	124.17989569194584	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
35	(12, 52]	36206	327.9000000000001	9.368571428571432	5.268651542437615	112418.0	3211.942857142857	1371.5881722607974	30745.614983162195	878.4461423760628	1700.5991061100888	0.0	23.0	12.0	0.0	0.0	0.0	0.0	2.0	5.0	28.0
22	(12, 52]	36231	213.8	9.718181818181819	5.641904133453727	79213.5	3600.6136363636365	2638.379841655256	9815.927491225611	446.1785223284369	273.99383708822563	0.0	0.0	22.0	0.0	0.0	0.0	0.0	1.0	2.0	19.0
